	user_id	exercise	problem_type	problem_number	topic_mode	suggested	review_mode	time_done	time_taken	time_taken_attempts	correct	count_attempts	hint_used	count_hints	hint_time_taken_list	earned_proficiency	points_earned
23587300	945	number_line_3	0	295	False	False	False	1402016463831720	6	6	True	1	False	0		False	5
16699503	945	number_line_3	0	296	False	False	False	1402016470109460	5	5	True	1	False	0		False	5
6601647	945	number_line_3	0	297	False	False	False	1402016477109440	6	6	True	1	False	0		False	5
22074962	945	number_line_3	0	298	False	False	False	1402016486030670	18	8&0&4&0&4&0&2	False	7	False	0		False	0
16748585	945	number_line_3	0	299	False	False	False	1402016502517200	5	5	True	1	False	0		False	5
3859879	945	number_line_3	0	300	True	False	False	1402543778683260	21	8&0&4&0&9	False	5	True	5	3&4&4&4&4	False	0
5256786	945	number_line_3	0	301	True	False	False	1402543812560860	9	6&0&3	False	3	False	0		False	0
23933861	945	number_line_3	0	302	True	False	False	1402543829846440	7	7	True	1	False	0		False	5
9055731	945	number_line_3	0	303	False	False	False	1402545593999530	33	29&0&4&0	False	4	True	5	2&2&2&2&2	False	0
18648769	945	number_line_3	0	304	False	False	False	1402620789158840	6	6	True	1	False	0		False	5
5824922	945	number_line_3	0	305	False	False	False	1402620795910420	6	6	True	1	False	0		False	5
23817958	945	number_line_3	0	306	False	False	False	1402620804994170	8	8	True	1	False	0		False	5
9813462	945	number_line_3	0	307	False	False	False	1402620818086600	12	12	True	1	False	0		False	5
24512717	945	number_line_3	0	308	False	False	False	1402620824541670	6	6	True	1	False	0		False	5
15794678	945	number_line_3	0	309	False	False	False	1402620828117830	3	3	True	1	False	0		False	5
17414990	945	number_line_3	0	310	False	False	False	1402620835959800	7	7	True	1	False	0		False	5
2879121	945	number_line_3	0	311	True	False	False	1402906799937080	12	9&0&3	False	3	False	0		False	0
25521138	945	number_line_3	0	312	True	False	False	1402906827828360	7	7	True	1	False	0		False	5
7491581	945	number_line_3	0	313	False	False	False	1402984102617770	64	64	True	1	False	0		False	5
4162401	945	number_line_3	0	314	False	False	False	1402984107619190	4	4	True	1	False	0		False	5
23087119	945	number_line_3	0	315	False	False	False	1402984114838850	15	6&9	False	2	False	0		False	0
10151221	945	number_line_3	0	316	False	False	False	1402984128514020	4	4	True	1	False	0		False	5
23232507	945	number_line_3	0	317	False	False	False	1402984134239570	5	5	True	1	False	0		False	5
12668866	945	number_line_3	0	318	False	False	False	1402984138638700	4	4	True	1	False	0		False	5
5820179	945	number_line_3	0	319	False	False	False	1402984143931090	4	4	True	1	False	0		False	5
13946658	945	number_line_3	0	320	False	False	False	1402984149084890	4	4	True	1	False	0		False	5
3380959	945	number_line_3	0	321	False	False	False	1402985719553290	6	6	True	1	False	0		False	5
7521652	945	number_line_3	0	322	False	False	False	1402985724090920	4	4	True	1	False	0		False	5
621223	945	number_line_3	0	323	False	False	False	1402985729856140	5	5	True	1	False	0		False	5
10407702	945	number_line_3	0	324	False	False	False	1402985736282400	5	5	True	1	False	0		False	5
12154552	945	number_line_3	0	325	False	False	False	1402985741590900	4	4	True	1	False	0		False	5
19956186	945	number_line_3	0	326	False	False	False	1402985747089860	4	4	True	1	False	0		False	5
2356486	945	number_line_3	0	327	False	False	False	1402985753345140	9	5&0&4	False	3	False	0		False	0
1132075	945	number_line_3	0	328	False	False	False	1402985762965920	9	4&2&0&3	False	4	False	0		False	0
20202251	945	number_line_3	0	329	False	False	False	1402985783970810	4	4	True	1	False	0		False	5
17463678	945	number_line_3	0	330	False	False	False	1402985788285030	4	4	True	1	False	0		False	5
3049222	945	number_line_3	0	331	False	False	False	1402985794332630	5	5	True	1	False	0		False	5
18288315	945	number_line_3	0	332	False	False	False	1402985800042520	5	5	True	1	False	0		False	5
12725267	945	number_line_3	0	333	False	False	False	1402985807812290	7	7	True	1	False	0		False	5
8799767	945	number_line_3	0	334	False	False	False	1402985812502230	4	4	True	1	False	0		False	5
17226556	945	number_line_3	0	335	False	False	False	1402985817963910	24	5&0&7&0&6&0&6	False	7	False	0		False	0
9412999	945	number_line_3	0	336	False	False	False	1402985842165120	4	4	True	1	False	0		False	5
19786754	945	number_line_3	0	337	False	False	False	1415347970751320	33	12&2&7&1&11	False	5	True	5	2&2&2&2&3	False	0
125793	945	number_line_3	0	338	False	False	False	1415347999392670	5	5	True	1	False	0		False	5
11230011	945	number_line_3	0	339	False	False	False	1415348006513170	35	6&0&1&6&1&11&1&9	False	8	True	5	1&1&2&2&2	False	0
10322192	945	number_line_3	0	340	False	False	False	1415348051299040	3	3	True	1	False	0		False	5
10828280	945	number_line_3	0	341	False	False	False	1415348054501770	20	5&6&9	False	3	True	5	3&4&4&4&4	False	0
12356433	945	number_line_3	0	342	False	False	False	1415348071844930	6	5&1	False	2	False	0		False	0
10693443	945	number_line_3	0	343	False	False	False	1415348073995810	6	3&3	False	2	False	0		False	0
23515961	945	number_line_3	0	344	False	False	False	1415348086404060	20	10&1&1&8	False	4	True	5	1&1&2&2&2	False	0
21214640	945	number_line_3	0	345	False	False	False	1415348651200160	12	9&3	False	2	False	0		False	0
1497112	945	number_line_3	0	346	False	False	False	1415348658763740	4	4	True	1	False	0		False	5
13721548	945	number_line_3	0	347	False	False	False	1415348663777150	4	4	True	1	False	0		False	5
22317458	945	number_line_3	0	348	False	False	False	1415348669906340	16	5&11	False	2	True	4	5&6&6&6	False	0
23318148	945	number_line_3	0	349	False	False	False	1415348686494520	11	5&0&6	False	3	False	0		False	0
19634724	945	number_line_3	0	350	False	False	False	1415580095604600	5	5	True	1	False	0		False	5
13450916	945	number_line_3	0	351	False	False	False	1415580105455250	9	9	True	1	False	0		False	5
17322979	945	number_line_3	0	352	False	False	False	1415580109644330	3	3	True	1	False	0		False	5
3365219	945	number_line_3	0	353	False	False	False	1415606723183620	8	8	True	1	False	0		False	5
9609431	945	number_line_3	0	354	False	False	False	1415606732263050	8	8	True	1	False	0		False	5
24794395	945	number_line_3	0	355	False	False	False	1415606738709190	5	5	True	1	False	0		False	5
24156479	945	number_line_3	0	356	False	False	False	1415606745900000	7	7	True	1	False	0		False	5
23232508	945	number_line_3	0	357	False	False	False	1415606755789200	8	8	True	1	False	0		False	5
23598261	945	number_line_3	0	358	False	False	False	1415606764474100	6	6	True	1	False	0		False	5
1045463	945	number_line_3	0	359	False	False	False	1415606768568420	4	4	True	1	False	0		False	5
14066928	945	number_line_3	0	360	False	False	False	1415606774106850	9	7&0&2	False	3	False	0		False	0
22368099	945	number_line_3	0	361	False	False	False	1415672361396350	9	7&2	False	2	False	0		False	0
2914057	945	number_line_3	0	362	False	False	False	1415672371993630	8	8	True	1	False	0		False	5
18243887	945	number_line_3	0	363	False	False	False	1415672377012710	4	4	True	1	False	0		False	5
19037622	945	number_line_3	0	364	False	False	False	1415672383384060	6	6	True	1	False	0		False	5
20293511	945	number_line_3	0	365	False	False	False	1415672392790900	9	9	True	1	False	0		False	5
20641772	945	number_line_3	0	366	False	False	False	1415672397444820	3	3	True	1	False	0		False	5
5045648	945	number_line_3	0	367	False	False	False	1415672401994500	4	4	True	1	False	0		False	5
6939090	945	number_line_3	0	368	False	False	False	1415672406039430	3	3	True	1	False	0		False	5
17337233	945	number_line_3	0	369	False	False	False	1417421214800300	11	11&0	False	2	True	4	2&2&2&2	False	0
8957426	945	number_line_3	0	370	False	False	False	1417486814888500	5	5	True	1	False	0		False	5
17946810	945	number_line_3	0	371	False	False	False	1417486818928980	3	3	True	1	False	0		False	5
8473189	945	number_line_3	0	372	False	False	False	1417486825628790	6	6	True	1	False	0		False	5
5936821	945	number_line_3	0	373	False	False	False	1417486831860940	5	5	True	1	False	0		False	5
11145143	945	number_line_3	0	374	False	False	False	1417486837271140	5	5	True	1	False	0		False	5
529352	945	number_line_3	0	375	False	False	False	1417486841326400	3	3	True	1	False	0		False	5
12288390	945	number_line_3	0	376	False	False	False	1417486845001140	3	3	True	1	False	0		False	5
13820994	945	number_line_3	0	377	False	False	False	1417680251320780	9	9	True	1	False	0		False	5
2709859	945	number_line_3	0	378	False	False	False	1417680257761880	6	6	True	1	False	0		False	5
19612489	945	number_line_3	0	379	False	False	False	1417680260801840	2	2	True	1	False	0		False	5
10527709	945	number_line_3	0	380	False	False	False	1417680265973990	4	4	True	1	False	0		False	5
23333893	945	number_line_3	0	381	False	False	False	1417680272343760	6	5&0&1	False	3	False	0		False	0
24824380	945	number_line_3	0	382	False	False	False	1417680277778240	4	4	True	1	False	0		False	5
2328216	945	number_line_3	0	383	False	False	False	1417680284261620	5	5	True	1	False	0		False	5
12216021	945	number_line_3	0	384	False	False	False	1417680290976500	5	5	True	1	False	0		False	5
